Make,Model,Year,Price,Mileage,Body Type,Cylinders,Transmission,Fuel Type,Color,Location,Description,Condition
Mercedes-Benz,G-Class,2023,1914340,22689,SUV,8,Automatic Transmission,Gasoline,Blue, Dubai,"2023 Mercedes-Benz G-Class With Adaptive Cruise Control, Sunroof", Minor Scratches
Gmc,Yukon,2018,176509,273559,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 Gmc Yukon With Leather Seats, Rear Camera, Sunroof", Dented Door
Hyundai,Genesis,2014,111119,87912,Sedan,4,Automatic Transmission,Gasoline,Green, Dubai,"2014 Hyundai Genesis With Sunroof, Bluetooth, Leather Seats", Repainted Bumper
Lincoln,Mkx,2016,30781,170426,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2016 Lincoln Mkx With Adaptive Cruise Control, Rear Camera, Navigation System", No Damage
Mercedes-Benz,E-Class,2010,47324,286669,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai,"2010 Mercedes-Benz E-Class With Sunroof, Leather Seats, Navigation System", Dented Door
Toyota,Highlander,2021,97431,211091,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 Toyota Highlander With Sunroof, Rear Camera", Minor Scratches
Toyota,Hiace,2021,51966,34313,Van,4,Manual Transmission,Diesel,White, Dubai,"2021 Toyota Hiace With Leather Seats, Bluetooth, Sunroof", Repainted Bumper
Mercedes-Benz,E-Class,2005,213970,236993,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2005 Mercedes-Benz E-Class With Bluetooth, Navigation System", Accident History
Volkswagen,Golf,2005,28223,232757,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2005 Volkswagen Golf With Rear Camera, Navigation System, Adaptive Cruise Control", Accident History
Porsche,Panamera,2008,101751,50585,Sedan,6,Automatic Transmission,Gasoline,Brown, Dubai,"2008 Porsche Panamera With Rear Camera, Leather Seats, Bluetooth", Minor Scratches
Ford,Ranger,2015,23703,111492,Pick Up Truck,4,Manual Transmission,Gasoline,White, Dubai,"2015 Ford Ranger With Bluetooth, Sunroof", Accident History
Infiniti,Q50,2018,103566,147201,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2018 Infiniti Q50 With Navigation System, Bluetooth, Rear Camera, Adaptive Cruise Control", Minor Scratches
Chevrolet,Tahoe,2012,116977,56460,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2012 Chevrolet Tahoe With Navigation System, Rear Camera", Accident History
Mercedes-Benz,G-Class,2015,1411783,236701,SUV,8,Automatic Transmission,Gasoline,Red, Dubai,"2015 Mercedes-Benz G-Class With Adaptive Cruise Control, Sunroof, Bluetooth", Accident History
Ford,Explorer,2023,57636,290497,SUV,6,Automatic Transmission,Gasoline,Blue, Abu Dhabi,"2023 Ford Explorer With Navigation System, Leather Seats, Adaptive Cruise Control", No Damage
Land-Rover,Discovery,2017,232385,289381,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 Land-Rover Discovery With Adaptive Cruise Control, Rear Camera", Engine Repaired
Audi,Q7,2014,225407,166773,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2014 Audi Q7 With Rear Camera, Adaptive Cruise Control, Sunroof", Repainted Bumper
Hyundai,Veloster,2013,38737,76676,Hatchback,4,Automatic Transmission,Gasoline,Black, Dubai,"2013 Hyundai Veloster With Navigation System, Leather Seats", Minor Scratches
Bmw,1-Series,2024,59478,164414,Hatchback,4,Automatic Transmission,Gasoline,White, Dubai,"2024 Bmw 1-Series With Bluetooth, Rear Camera, Leather Seats", Accident History
Cadillac,Escalade,2011,485660,61747,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2011 Cadillac Escalade With Leather Seats, Navigation System", Engine Repaired
Mercedes-Benz,G-Class,2013,941037,278427,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2013 Mercedes-Benz G-Class With Adaptive Cruise Control, Leather Seats, Sunroof, Rear Camera", Repainted Bumper
Toyota,Camry,2024,30886,89246,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2024 Toyota Camry With Rear Camera, Adaptive Cruise Control, Bluetooth", Accident History
Bmw,X6,2015,295008,290329,Crossover,8,Automatic Transmission,Gasoline,Burgundy, Dubai,"2015 Bmw X6 With Rear Camera, Navigation System, Sunroof", Repainted Bumper
Nissan,Patrol,2016,100647,198363,SUV,8,Automatic Transmission,Gasoline,White, Fujeirah,"2016 Nissan Patrol With Rear Camera, Bluetooth, Adaptive Cruise Control, Sunroof", No Damage
Toyota,Previa,2009,16446,92938,SUV,4,Automatic Transmission,Gasoline,White, Dubai,"2009 Toyota Previa With Adaptive Cruise Control, Sunroof", Minor Scratches
Mitsubishi,Pajero,2013,64257,296553,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2013 Mitsubishi Pajero With Bluetooth, Sunroof, Adaptive Cruise Control", Minor Scratches
Porsche,Carrera,2021,910175,131610,Sports Car,6,Automatic Transmission,Gasoline,Red, Dubai,"2021 Porsche Carrera With Navigation System, Sunroof, Leather Seats", Repainted Bumper
Mercedes-Benz,C-Class,2015,109405,30909,Sedan,4,Automatic Transmission,Gasoline,White, Sharjah,"2015 Mercedes-Benz C-Class With Rear Camera, Leather Seats, Bluetooth, Navigation System", Engine Repaired
Cadillac,Escalade,2005,598222,295107,SUV,8,Automatic Transmission,Gasoline,Grey, Dubai,"2005 Cadillac Escalade With Adaptive Cruise Control, Navigation System, Bluetooth, Sunroof", Engine Repaired
Infiniti,Qx60,2010,60391,169151,SUV,6,Automatic Transmission,Gasoline,Red, Dubai,"2010 Infiniti Qx60 With Leather Seats, Rear Camera, Sunroof, Bluetooth", Accident History
Dodge,Ram,2006,324365,277247,Pick Up Truck,8,Automatic Transmission,Gasoline,Silver, Dubai,"2006 Dodge Ram With Navigation System, Leather Seats", Dented Door
Mercedes-Benz,G-Class,2006,1001866,290699,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2006 Mercedes-Benz G-Class With Leather Seats, Sunroof, Navigation System", Minor Scratches
Honda,Accord,2007,34384,25756,Sedan,4,Automatic Transmission,Gasoline,Silver, Dubai,"2007 Honda Accord With Bluetooth, Navigation System, Sunroof, Adaptive Cruise Control", No Damage
Porsche,Cayenne,2017,271928,91946,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2017 Porsche Cayenne With Rear Camera, Leather Seats, Navigation System", Dented Door
Ford,Fiesta,2016,21481,206674,Hatchback,4,Automatic Transmission,Gasoline,Brown, Dubai,"2016 Ford Fiesta With Sunroof, Leather Seats, Bluetooth", Engine Repaired
Mercedes-Benz,E-Class,2015,63230,260484,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2015 Mercedes-Benz E-Class With Rear Camera, Leather Seats", Repainted Bumper
Mercedes-Benz,Gl-Class,2012,136492,46390,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2012 Mercedes-Benz Gl-Class With Leather Seats, Navigation System", Minor Scratches
Cadillac,Escalade,2022,428266,114808,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2022 Cadillac Escalade With Rear Camera, Sunroof", Dented Door
Maybach,Other,2009,1454748,112364,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2009 Maybach Other With Sunroof, Bluetooth, Rear Camera", Dented Door
Mitsubishi,Asx,2006,29643,187885,Crossover,4,Automatic Transmission,Gasoline,Black, Dubai,"2006 Mitsubishi Asx With Rear Camera, Leather Seats, Navigation System, Bluetooth", Dented Door
Volkswagen,Passat,2007,27219,192378,Sedan,5,Automatic Transmission,Gasoline,Red, Dubai,"2007 Volkswagen Passat With Adaptive Cruise Control, Sunroof", Dented Door
Mercedes-Benz,C-Class,2012,247022,34482,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2012 Mercedes-Benz C-Class With Navigation System, Adaptive Cruise Control", No Damage
Audi,A5,2012,199729,229662,Sedan,4,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2012 Audi A5 With Leather Seats, Adaptive Cruise Control, Rear Camera, Sunroof", No Damage
Toyota,Land-Cruiser,2012,294597,44366,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2012 Toyota Land-Cruiser With Bluetooth, Navigation System, Leather Seats, Adaptive Cruise Control", Minor Scratches
Land-Rover,Range-Rover,2018,93546,199048,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2018 Land-Rover Range-Rover With Adaptive Cruise Control, Bluetooth", Dented Door
Maserati,Ghibli,2021,102859,228810,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2021 Maserati Ghibli With Bluetooth, Sunroof, Rear Camera", Accident History
Daihatsu,Gran-Max,2009,25893,117581,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2009 Daihatsu Gran-Max With Bluetooth, Sunroof, Rear Camera, Navigation System", No Damage
Bmw,5-Series,2014,232471,124312,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2014 Bmw 5-Series With Leather Seats, Navigation System, Bluetooth", Repainted Bumper
Volkswagen,Touareg,2023,83927,125881,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2023 Volkswagen Touareg With Adaptive Cruise Control, Sunroof", Dented Door
Lamborghini,Urus,2018,1313695,101117,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2018 Lamborghini Urus With Rear Camera, Navigation System, Bluetooth", Accident History
Mercedes-Benz,A-Class,2023,138691,263518,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 Mercedes-Benz A-Class With Rear Camera, Bluetooth, Sunroof, Navigation System", Accident History
Mitsubishi,Pajero,2007,79059,47748,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2007 Mitsubishi Pajero With Rear Camera, Bluetooth", Repainted Bumper
Maserati,Quattroporte,2016,208156,147879,Sedan,6,Automatic Transmission,Gasoline,White, Dubai,"2016 Maserati Quattroporte With Leather Seats, Bluetooth, Navigation System", Repainted Bumper
Volkswagen,Id4,2019,135513,77734,SUV,,Automatic Transmission,Electric,Gold, Dubai,"2019 Volkswagen Id4 With Rear Camera, Bluetooth, Navigation System, Adaptive Cruise Control", Minor Scratches
Bmw,5-Series,2008,17377,175271,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2008 Bmw 5-Series With Bluetooth, Sunroof, Leather Seats, Navigation System", Repainted Bumper
Hyundai,H1,2007,73341,120417,Van,4,Manual Transmission,Gasoline,White, Dubai,"2007 Hyundai H1 With Rear Camera, Navigation System, Bluetooth", No Damage
Bmw,7-Series,2023,132086,154027,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2023 Bmw 7-Series With Adaptive Cruise Control, Leather Seats, Navigation System, Sunroof", Minor Scratches
Ford,Mustang,2012,70087,138186,Coupe,6,Automatic Transmission,Gasoline,Red, Ajman,"2012 Ford Mustang With Rear Camera, Navigation System, Bluetooth, Sunroof", No Damage
Mini,Cooper,2014,42489,69357,Hatchback,4,Automatic Transmission,Gasoline,Red, Dubai,"2014 Mini Cooper With Bluetooth, Leather Seats, Rear Camera, Adaptive Cruise Control", Minor Scratches
Kia,Optima,2007,25266,194332,Sedan,4,Automatic Transmission,Gasoline,Silver,Abu Dhabi,"2007 Kia Optima With Navigation System, Bluetooth, Leather Seats", Dented Door
Hyundai,Santa-Fe,2016,39984,233990,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2016 Hyundai Santa-Fe With Sunroof, Adaptive Cruise Control, Bluetooth", Dented Door
Jeep,Wrangler,2017,134829,51217,Other,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2017 Jeep Wrangler With Adaptive Cruise Control, Navigation System", Minor Scratches
Land-Rover,Range-Rover-Sport,2013,152889,197548,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2013 Land-Rover Range-Rover-Sport With Rear Camera, Sunroof, Leather Seats", Repainted Bumper
Honda,Cr-V,2010,46940,289629,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2010 Honda Cr-V With Adaptive Cruise Control, Navigation System, Leather Seats, Sunroof", Dented Door
Land-Rover,Range-Rover,2015,26819,141734,SUV,8,Automatic Transmission,Gasoline,Silver, Dubai,"2015 Land-Rover Range-Rover With Navigation System, Sunroof", Dented Door
Jeep,Wrangler,2005,71443,28106,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2005 Jeep Wrangler With Bluetooth, Sunroof, Navigation System", Engine Repaired
Lexus,Gx-Series,2022,104641,70382,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2022 Lexus Gx-Series With Sunroof, Adaptive Cruise Control, Bluetooth, Rear Camera", Dented Door
Mercedes-Benz,C-Class,2017,170367,122681,Sedan,4,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2017 Mercedes-Benz C-Class With Leather Seats, Bluetooth", Engine Repaired
Lamborghini,Urus,2013,2245850,254968,SUV,8,Automatic Transmission,Gasoline,Yellow, Dubai,"2013 Lamborghini Urus With Sunroof, Leather Seats, Rear Camera, Bluetooth", Repainted Bumper
Gmc,Sierra,2014,56662,127336,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2014 Gmc Sierra With Rear Camera, Bluetooth, Leather Seats", Accident History
Mercedes-Benz,S-Class,2016,41881,199670,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2016 Mercedes-Benz S-Class With Rear Camera, Adaptive Cruise Control, Sunroof", Accident History
Land-Rover,Range-Rover,2010,478450,207954,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2010 Land-Rover Range-Rover With Rear Camera, Bluetooth, Adaptive Cruise Control, Navigation System", Dented Door
Audi,Q2,2005,98455,120849,Crossover,,Automatic Transmission,Electric,White, Dubai,"2005 Audi Q2 With Bluetooth, Sunroof, Rear Camera", Repainted Bumper
Bentley,Bentayga,2024,516297,172423,SUV,12,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Bentley Bentayga With Leather Seats, Rear Camera, Sunroof, Navigation System", Accident History
Toyota,Land-Cruiser,2022,441549,270251,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2022 Toyota Land-Cruiser With Rear Camera, Adaptive Cruise Control", Engine Repaired
Nissan,Altima,2021,33763,190641,Sedan,4,Automatic Transmission,Gasoline,Silver, Sharjah,"2021 Nissan Altima With Bluetooth, Rear Camera", Repainted Bumper
Land-Rover,Range-Rover,2021,442170,81802,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2021 Land-Rover Range-Rover With Rear Camera, Adaptive Cruise Control, Sunroof", No Damage
Hyundai,Santa-Fe,2018,44374,227481,Sports Car,6,Automatic Transmission,Gasoline,White, Dubai,"2018 Hyundai Santa-Fe With Adaptive Cruise Control, Navigation System, Bluetooth, Rear Camera", Dented Door
Nissan,Kicks,2023,44705,166571,Sedan,4,Automatic Transmission,Gasoline,Grey, Ras Al Khaimah,"2023 Nissan Kicks With Navigation System, Sunroof", Accident History
Hyundai,Tucson,2011,55368,111159,SUV,4,Automatic Transmission,Gasoline,Grey, Ajman,"2011 Hyundai Tucson With Navigation System, Adaptive Cruise Control", Repainted Bumper
Kia,K5,2020,89852,101859,Sedan,4,Automatic Transmission,Gasoline,Blue, Ajman,"2020 Kia K5 With Adaptive Cruise Control, Navigation System, Rear Camera", Engine Repaired
Porsche,Macan,2011,320216,135397,SUV,4,Automatic Transmission,Gasoline,Blue, Dubai,"2011 Porsche Macan With Sunroof, Bluetooth, Rear Camera, Navigation System", Engine Repaired
Ford,Ecosport,2021,33729,89063,SUV,4,Automatic Transmission,Gasoline,Silver, Dubai,"2021 Ford Ecosport With Navigation System, Leather Seats, Bluetooth, Sunroof", Minor Scratches
Porsche,Boxster,2019,247108,166888,Soft Top Convertible,4,Automatic Transmission,Gasoline,White, Dubai,"2019 Porsche Boxster With Bluetooth, Navigation System", Dented Door
Bmw,7-Series,2018,277113,200872,Sedan,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2018 Bmw 7-Series With Sunroof, Adaptive Cruise Control, Rear Camera, Bluetooth", Engine Repaired
Porsche,Cayenne,2019,365698,270237,SUV,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2019 Porsche Cayenne With Bluetooth, Sunroof, Adaptive Cruise Control", Engine Repaired
Porsche,Cayenne,2014,146802,31082,SUV,8,Automatic Transmission,Gasoline,Gold, Dubai,"2014 Porsche Cayenne With Bluetooth, Navigation System, Adaptive Cruise Control, Rear Camera", Minor Scratches
Toyota,Sienna,2020,26630,147211,Van,6,Automatic Transmission,Gasoline,Red, Dubai,"2020 Toyota Sienna With Bluetooth, Sunroof, Adaptive Cruise Control, Leather Seats", No Damage
Nissan,Patrol,2007,85746,84950,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2007 Nissan Patrol With Rear Camera, Sunroof, Leather Seats, Adaptive Cruise Control", Repainted Bumper
Jaguar,F-Type,2024,121449,200909,Coupe,6,Automatic Transmission,Gasoline,Red, Dubai,"2024 Jaguar F-Type With Leather Seats, Rear Camera, Adaptive Cruise Control", Accident History
Bentley,Continental,2006,365005,181193,Coupe,8,Automatic Transmission,Gasoline,Red, Dubai,"2006 Bentley Continental With Adaptive Cruise Control, Leather Seats", Minor Scratches
Ford,F-Series-Pickup,2012,83617,91762,Pick Up Truck,8,Automatic Transmission,Gasoline,White, Abu Dhabi,"2012 Ford F-Series-Pickup With Navigation System, Sunroof", Minor Scratches
Honda,Accord,2005,14137,286518,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2005 Honda Accord With Rear Camera, Bluetooth", Repainted Bumper
Ford,Mustang,2005,112182,186931,Soft Top Convertible,8,Automatic Transmission,Gasoline,White, Sharjah,"2005 Ford Mustang With Rear Camera, Adaptive Cruise Control, Bluetooth", Accident History
Mercedes-Benz,E-Class,2005,23359,204541,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2005 Mercedes-Benz E-Class With Bluetooth, Navigation System", Minor Scratches
Bmw,7-Series,2009,575492,196944,Sedan,8,Automatic Transmission,Gasoline,Silver, Abu Dhabi,"2009 Bmw 7-Series With Sunroof, Navigation System, Adaptive Cruise Control, Bluetooth", Repainted Bumper
Toyota,Yaris,2008,32222,197365,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2008 Toyota Yaris With Sunroof, Bluetooth", Engine Repaired
Toyota,Hilux,2019,75962,177599,Pick Up Truck,4,Automatic Transmission,Gasoline,White, Dubai,"2019 Toyota Hilux With Rear Camera, Adaptive Cruise Control", No Damage
Porsche,Cayenne,2009,288695,66695,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2009 Porsche Cayenne With Navigation System, Leather Seats, Sunroof, Rear Camera", No Damage
Ford,Mustang,2021,27760,36024,Coupe,6,Manual Transmission,Gasoline,Black, Abu Dhabi,"2021 Ford Mustang With Rear Camera, Bluetooth, Leather Seats", No Damage
Mercedes-Benz,Gle-Coupe,2010,266291,166998,Coupe,6,Automatic Transmission,Gasoline,White, Dubai,"2010 Mercedes-Benz Gle-Coupe With Adaptive Cruise Control, Bluetooth", No Damage
Dodge,Challenger,2005,98342,254886,Sports Car,8,Automatic Transmission,Gasoline,Silver, Dubai,"2005 Dodge Challenger With Navigation System, Sunroof, Bluetooth, Adaptive Cruise Control", Engine Repaired
Dodge,Charger,2017,59858,77286,Sedan,8,Automatic Transmission,Gasoline,Red, Dubai,"2017 Dodge Charger With Navigation System, Bluetooth, Sunroof", Dented Door
Toyota,Prado,2007,57119,204467,SUV,6,Automatic Transmission,Gasoline,White, Sharjah,"2007 Toyota Prado With Rear Camera, Bluetooth, Adaptive Cruise Control, Navigation System", Repainted Bumper
Dodge,Charger,2023,27991,98269,Sedan,6,Automatic Transmission,Gasoline,Grey, Dubai,"2023 Dodge Charger With Sunroof, Leather Seats, Bluetooth", Dented Door
Volkswagen,Golfr,2013,86142,86152,Hatchback,4,Automatic Transmission,Gasoline,Blue, Dubai,"2013 Volkswagen Golfr With Bluetooth, Navigation System", No Damage
Ford,Edge,2011,43457,236883,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2011 Ford Edge With Adaptive Cruise Control, Rear Camera", Minor Scratches
Daihatsu,Gran-Max,2018,27317,40791,Van,4,Automatic Transmission,Gasoline,White, Dubai,"2018 Daihatsu Gran-Max With Adaptive Cruise Control, Leather Seats, Bluetooth, Rear Camera", Engine Repaired
Nissan,Sentra,2005,25128,186574,Sedan,4,Automatic Transmission,Gasoline,Grey, Sharjah,"2005 Nissan Sentra With Navigation System, Rear Camera", Dented Door
Mazda,6,2007,88000,135313,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2007 Mazda 6 With Bluetooth, Adaptive Cruise Control", No Damage
Ferrari,Portofino,2011,771068,143715,Hard Top Convertible,8,Automatic Transmission,Gasoline,Red, Dubai,"2011 Ferrari Portofino With Leather Seats, Navigation System", Dented Door
Mercedes-Benz,Gls-Class,2023,1370242,285161,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2023 Mercedes-Benz Gls-Class With Bluetooth, Adaptive Cruise Control, Rear Camera", Repainted Bumper
Hyundai,Sonata,2014,79680,146339,Sedan,4,Automatic Transmission,Gasoline,Grey,Ras Al Khaimah,"2014 Hyundai Sonata With Navigation System, Bluetooth, Leather Seats, Adaptive Cruise Control", Dented Door
Mercedes-Benz,Gle-Class,2023,259507,137667,SUV,4,Automatic Transmission,Gasoline,Grey, Ajman,"2023 Mercedes-Benz Gle-Class With Navigation System, Rear Camera", Accident History
Audi,Q7,2019,218110,69255,SUV,6,Automatic Transmission,Gasoline,Beige, Dubai,"2019 Audi Q7 With Navigation System, Adaptive Cruise Control, Leather Seats, Rear Camera", Minor Scratches
Dodge,Ram,2006,394757,123504,SUV,8,Automatic Transmission,Gasoline,Black, Sharjah,"2006 Dodge Ram With Bluetooth, Sunroof, Leather Seats", Minor Scratches
Mercedes-Benz,E-Class,2021,108400,117369,Sedan,4,Automatic Transmission,Gasoline,Other Color, Dubai,"2021 Mercedes-Benz E-Class With Leather Seats, Adaptive Cruise Control, Navigation System", Engine Repaired
Infiniti,Q70,2005,83631,247070,Sedan,6,Automatic Transmission,Gasoline,Black, Abu Dhabi,"2005 Infiniti Q70 With Rear Camera, Adaptive Cruise Control, Bluetooth, Leather Seats", Engine Repaired
Rolls-Royce,Silver-Spur,2019,35630,299599,Sedan,8,Automatic Transmission,Gasoline,Blue, Sharjah,"2019 Rolls-Royce Silver-Spur With Adaptive Cruise Control, Rear Camera, Navigation System", No Damage
Jeep,Wrangler,2022,117136,41123,SUV,6,Automatic Transmission,Gasoline,Black, Dubai,"2022 Jeep Wrangler With Rear Camera, Bluetooth, Leather Seats, Sunroof", Dented Door
Nissan,Pathfinder,2017,129948,98924,SUV,6,Automatic Transmission,Gasoline,Green, Dubai,"2017 Nissan Pathfinder With Sunroof, Rear Camera, Bluetooth", Repainted Bumper
Jaguar,Xe,2015,83969,92796,Sedan,6,Automatic Transmission,Gasoline,Black, Dubai,"2015 Jaguar Xe With Navigation System, Leather Seats, Bluetooth, Sunroof", Dented Door
Audi,A5,2018,42030,167060,Coupe,4,Automatic Transmission,Gasoline,White, Dubai,"2018 Audi A5 With Adaptive Cruise Control, Bluetooth, Rear Camera", Accident History
Audi,S7Rs7,2017,812914,24427,Coupe,8,Automatic Transmission,Gasoline,Black, Dubai,"2017 Audi S7Rs7 With Navigation System, Rear Camera, Bluetooth", Minor Scratches
Porsche,Macan,2014,134321,228840,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2014 Porsche Macan With Leather Seats, Navigation System, Sunroof", No Damage
Honda,Cr-V,2012,83399,150046,SUV,4,Automatic Transmission,Gasoline,Black, Dubai,"2012 Honda Cr-V With Adaptive Cruise Control, Sunroof", Accident History
Kia,Optima,2016,44679,191634,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2016 Kia Optima With Bluetooth, Sunroof, Adaptive Cruise Control, Leather Seats", Repainted Bumper
Lexus,Is-C,2020,64927,164617,Sedan,6,Automatic Transmission,Gasoline,Black, Sharjah,"2020 Lexus Is-C With Navigation System, Rear Camera, Bluetooth", Minor Scratches
Land-Rover,Range-Rover-Sport,2014,210614,67945,SUV,8,Automatic Transmission,Gasoline,White, Dubai,"2014 Land-Rover Range-Rover-Sport With Adaptive Cruise Control, Sunroof, Navigation System", Dented Door
Mercedes-Benz,C-Class,2008,253150,233072,Sedan,8,Automatic Transmission,Gasoline,White, Dubai,"2008 Mercedes-Benz C-Class With Navigation System, Leather Seats", Accident History
Audi,R8,2018,710390,87530,Coupe,10,Automatic Transmission,Gasoline,Silver, Dubai,"2018 Audi R8 With Navigation System, Bluetooth, Rear Camera", Minor Scratches
Audi,A7,2009,95528,155546,Sedan,6,Automatic Transmission,Gasoline,Grey, Abu Dhabi,"2009 Audi A7 With Navigation System, Leather Seats, Sunroof", Accident History
Toyota,Fj-Cruiser,2015,41521,37765,SUV,6,Automatic Transmission,Gasoline,Yellow, Dubai,"2015 Toyota Fj-Cruiser With Bluetooth, Leather Seats", No Damage
Bmw,7-Series,2012,310851,153012,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2012 Bmw 7-Series With Navigation System, Adaptive Cruise Control, Leather Seats", Dented Door
Nissan,Armada,2016,118345,119427,SUV,8,Automatic Transmission,Gasoline,Orange, Dubai,"2016 Nissan Armada With Adaptive Cruise Control, Navigation System", Engine Repaired
Nissan,Patrol,2016,81289,127381,SUV,6,Manual Transmission,Gasoline,Silver, Dubai,"2016 Nissan Patrol With Rear Camera, Bluetooth", Dented Door
Ford,F-Series-Pickup,2023,141067,294653,Pick Up Truck,8,Automatic Transmission,Gasoline,Red, Dubai,"2023 Ford F-Series-Pickup With Adaptive Cruise Control, Bluetooth, Sunroof", No Damage
Porsche,Cayenne,2005,109573,245242,SUV,8,Automatic Transmission,Gasoline,White, Sharjah,"2005 Porsche Cayenne With Rear Camera, Adaptive Cruise Control", Engine Repaired
Lexus,Rx-Series,2021,101255,156980,SUV,6,Automatic Transmission,Gasoline,Silver, Dubai,"2021 Lexus Rx-Series With Leather Seats, Navigation System, Rear Camera, Sunroof", No Damage
Bmw,4-Series,2023,281220,71077,Soft Top Convertible,4,Automatic Transmission,Gasoline,Grey, Dubai,"2023 Bmw 4-Series With Leather Seats, Sunroof, Adaptive Cruise Control", Engine Repaired
Nissan,Patrol,2009,114062,109361,SUV,6,Automatic Transmission,Gasoline,White, Dubai,"2009 Nissan Patrol With Navigation System, Adaptive Cruise Control, Bluetooth, Leather Seats", Repainted Bumper
Nissan,Maxima,2006,42683,32051,Sedan,6,Automatic Transmission,Gasoline,Silver, Dubai,"2006 Nissan Maxima With Leather Seats, Bluetooth, Adaptive Cruise Control, Sunroof", No Damage
Mini,Cooper,2024,82386,283606,Sedan,4,Automatic Transmission,Gasoline,Grey, Dubai,"2024 Mini Cooper With Adaptive Cruise Control, Sunroof", Minor Scratches
Toyota,Yaris,2009,38982,98973,Sedan,4,Automatic Transmission,Gasoline,White, Dubai,"2009 Toyota Yaris With Rear Camera, Leather Seats", Engine Repaired
Tesla,Model-S,2009,451236,15157,Sedan,,Automatic Transmission,Electric,White, Dubai,"2009 Tesla Model-S With Adaptive Cruise Control, Leather Seats", Dented Door
Toyota,Land-Cruiser,2015,465857,126331,SUV,6,Automatic Transmission,Gasoline,Grey, Dubai,"2015 Toyota Land-Cruiser With Leather Seats, Rear Camera", No Damage
Cadillac,Escalade,2006,431881,50990,SUV,8,Automatic Transmission,Gasoline,Black, Dubai,"2006 Cadillac Escalade With Sunroof, Bluetooth, Adaptive Cruise Control, Leather Seats", No Damage
Audi,A4,2014,193477,239378,Sedan,4,Automatic Transmission,Gasoline,White, Abu Dhabi,"2014 Audi A4 With Bluetooth, Adaptive Cruise Control, Sunroof, Rear Camera", Minor Scratches
